BioSample	DATASTORE_provider	DATASTORE_region	Experiment	Instrument	LoadDate	MBases	MBytes	Run	SRA_Sample	Sample_Name	age	dev_stage	tissue	Assay_Type	AvgSpotLen	BioProject	BioSampleModel	Center_Name	Consent	DATASTORE_filetype	InsertSize	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	SRA_Study	ecotype	geo_loc_name
SAMN05170760	sra-sos	sra-sos.public	SRX1796763	Illumina HiSeq 2000	2016-06-17	1527	1017	SRR3581883	SRS1464301	Silique 8 (SL8)		first silique is 1-1.5 cm long (abscission of the 8th flower)	Silique 8	RNA-Seq	50	PRJNA314076	Plant	MOSCOW STATE UNIVERSITY	public	sra	0	SINGLE	PolyA	TRANSCRIPTOMIC	Arabidopsis thaliana	ILLUMINA	2016-08-26	SRP075604	Col-0 (CS70000)	Russia: Moscow
SAMN05170761	sra-sos	sra-sos.public	SRX1796764	Illumina HiSeq 2000	2016-06-07	1300	868	SRR3581884	SRS1464312	Young seeds 1 (SD.y1)		abscission of the first flower	Seed from silique 1	RNA-Seq	50	PRJNA314076	Plant	MOSCOW STATE UNIVERSITY	public	sra	0	SINGLE	PolyA	TRANSCRIPTOMIC	Arabidopsis thaliana	ILLUMINA	2016-08-26	SRP075604	Col-0 (CS70000)	Russia: Moscow
SAMN05170762	sra-sos	sra-sos.public	SRX1796765	Illumina HiSeq 2000	2016-06-08	1222	814	SRR3581885	SRS1464322	Young seeds 2 (SD.y2)		abscission of the first flower	Seed from silique 2	RNA-Seq	50	PRJNA314076	Plant	MOSCOW STATE UNIVERSITY	public	sra	0	SINGLE	PolyA	TRANSCRIPTOMIC	Arabidopsis thaliana	ILLUMINA	2016-08-26	SRP075604	Col-0 (CS70000)	Russia: Moscow
SAMN05170763	sra-sos	sra-sos.public	SRX1796766	Illumina HiSeq 2000	2016-06-08	1356	905	SRR3581886	SRS1464336	Young seeds 3 (SD.y3)		abscission of the first flower	Seed from silique 3	RNA-Seq	50	PRJNA314076	Plant	MOSCOW STATE UNIVERSITY	public	sra	0	SINGLE	PolyA	TRANSCRIPTOMIC	Arabidopsis thaliana	ILLUMINA	2016-08-26	SRP075604	Col-0 (CS70000)	Russia: Moscow
SAMN05170764	sra-sos	sra-sos.public	SRX1796767	Illumina HiSeq 2000	2016-06-09	1443	962	SRR3581887	SRS1464344	Young seeds 4 (SD.y4)		abscission of the first flower	Seed from silique 4	RNA-Seq	50	PRJNA314076	Plant	MOSCOW STATE UNIVERSITY	public	sra	0	SINGLE	PolyA	TRANSCRIPTOMIC	Arabidopsis thaliana	ILLUMINA	2016-08-26	SRP075604	Col-0 (CS70000)	Russia: Moscow
SAMN05170765	sra-sos	sra-sos.public	SRX1796768	Illumina HiSeq 2000	2016-06-09	1257	840	SRR3581888	SRS1464349	Young seeds 5 (SD.y5)		abscission of the first flower	Seed from silique 5	RNA-Seq	50	PRJNA314076	Plant	MOSCOW STATE UNIVERSITY	public	sra	0	SINGLE	PolyA	TRANSCRIPTOMIC	Arabidopsis thaliana	ILLUMINA	2016-08-26	SRP075604	Col-0 (CS70000)	Russia: Moscow
SAMN05170766	sra-sos	sra-sos.public	SRX1796769	Illumina HiSeq 2000	2016-06-10	1298	886	SRR3581889	SRS1464351	Ovules from 6th and 7th flowers (OV.y6-7)		abscission of the first flower	Ovule	RNA-Seq	50	PRJNA314076	Plant	MOSCOW STATE UNIVERSITY	public	sra	0	SINGLE	PolyA	TRANSCRIPTOMIC	Arabidopsis thaliana	ILLUMINA	2016-08-26	SRP075604	Col-0 (CS70000)	Russia: Moscow
SAMN05170767	sra-sos	sra-sos.public	SRX1796770	Illumina HiSeq 2000	2016-06-10	1398	957	SRR3581890	SRS1464401	Stigmatic tissue (STI)		abscission of the first flower	Stigma	RNA-Seq	50	PRJNA314076	Plant	MOSCOW STATE UNIVERSITY	public	sra	0	SINGLE	PolyA	TRANSCRIPTOMIC	Arabidopsis thaliana	ILLUMINA	2016-08-26	SRP075604	Col-0 (CS70000)	Russia: Moscow
SAMN05170768	sra-sos	sra-sos.public	SRX1796771	Illumina HiSeq 2000	2016-06-11	1160	773	SRR3581891	SRS1464404	Carpel of 6th and 7th flowers (POD.y6-7)		abscission of the first flower	Carpel	RNA-Seq	50	PRJNA314076	Plant	MOSCOW STATE UNIVERSITY	public	sra	0	SINGLE	PolyA	TRANSCRIPTOMIC	Arabidopsis thaliana	ILLUMINA	2016-08-26	SRP075604	Col-0 (CS70000)	Russia: Moscow
SAMN05170769	sra-sos	sra-sos.public	SRX1796772	Illumina HiSeq 2000	2016-06-24	1311	913	SRR3581892	SRS1464406	Dry Seeds (SD.d)		Dry seeds	Seed	RNA-Seq	50	PRJNA314076	Plant	MOSCOW STATE UNIVERSITY	public	sra	0	SINGLE	PolyA	TRANSCRIPTOMIC	Arabidopsis thaliana	ILLUMINA	2016-08-26	SRP075604	Col-0 (CS70000)	Russia: Moscow
SAMN05170770	sra-sos	sra-sos.public	SRX1796773	Illumina HiSeq 2000	2016-06-25	2257	1534	SRR3581893	SRS1464411	Germinating seeds 1 (SD.g1)	1 day after soaking		Seed	RNA-Seq	50	PRJNA314076	Plant	MOSCOW STATE UNIVERSITY	public	sra	0	SINGLE	PolyA	TRANSCRIPTOMIC	Arabidopsis thaliana	ILLUMINA	2016-08-26	SRP075604	Col-0 (CS70000)	Russia: Moscow
SAMN05170771	sra-sos	sra-sos.public	SRX1796774	Illumina HiSeq 2000	2016-06-26	1873	1268	SRR3581894	SRS1464416	Germinating seeds 2 (SD.g2)	2 day after soaking		Seed	RNA-Seq	50	PRJNA314076	Plant	MOSCOW STATE UNIVERSITY	public	sra	0	SINGLE	PolyA	TRANSCRIPTOMIC	Arabidopsis thaliana	ILLUMINA	2016-08-26	SRP075604	Col-0 (CS70000)	Russia: Moscow
SAMN05170772	sra-sos	sra-sos.public	SRX1796775	Illumina HiSeq 2000	2016-06-26	1413	941	SRR3581895	SRS1464420	Germinating seeds 3 (SD.g3)	3 day after soaking		Seed	RNA-Seq	50	PRJNA314076	Plant	MOSCOW STATE UNIVERSITY	public	sra	0	SINGLE	PolyA	TRANSCRIPTOMIC	Arabidopsis thaliana	ILLUMINA	2016-08-26	SRP075604	Col-0 (CS70000)	Russia: Moscow
SAMN05170773	sra-sos	sra-sos.public	SRX1796776	Illumina HiSeq 2000	2016-06-27	1545	1018	SRR3581896	SRS1464421	Seeds from the senescent silique 1 (SD.sn1)		first silique was yellow and ready to open	Seed	RNA-Seq	50	PRJNA314076	Plant	MOSCOW STATE UNIVERSITY	public	sra	0	SINGLE	PolyA	TRANSCRIPTOMIC	Arabidopsis thaliana	ILLUMINA	2016-08-26	SRP075604	Col-0 (CS70000)	Russia: Moscow
SAMN05170774	sra-sos	sra-sos.public	SRX1796777	Illumina HiSeq 2000	2016-06-27	1356	881	SRR3581897	SRS1464426	Pod of the senescent silique 1 (POD.sn1)		first silique was yellow and ready to open	Pod	RNA-Seq	50	PRJNA314076	Plant	MOSCOW STATE UNIVERSITY	public	sra	0	SINGLE	PolyA	TRANSCRIPTOMIC	Arabidopsis thaliana	ILLUMINA	2016-08-26	SRP075604	Col-0 (CS70000)	Russia: Moscow
SAMN05170775	sra-sos	sra-sos.public	SRX1796778	Illumina HiSeq 2000	2016-06-28	1292	859	SRR3581898	SRS1464429	Senescent silique 2 (SL.sn2)		first silique was yellow and ready to open	Silique	RNA-Seq	50	PRJNA314076	Plant	MOSCOW STATE UNIVERSITY	public	sra	0	SINGLE	PolyA	TRANSCRIPTOMIC	Arabidopsis thaliana	ILLUMINA	2016-08-26	SRP075604	Col-0 (CS70000)	Russia: Moscow
SAMN05170776	sra-sos	sra-sos.public	SRX1796779	Illumina HiSeq 2000	2016-06-28	1485	1021	SRR3581899	SRS1464432	Senescent internode (IN.sn)		first silique was yellow and ready to open	Internode	RNA-Seq	50	PRJNA314076	Plant	MOSCOW STATE UNIVERSITY	public	sra	0	SINGLE	PolyA	TRANSCRIPTOMIC	Arabidopsis thaliana	ILLUMINA	2016-08-26	SRP075604	Col-0 (CS70000)	Russia: Moscow
